month,The Bahamas,Canada,Costa Rica,Cuba,Belize,Dominican Republic,Greenland,Denmark,Guatemala,Honduras,Haiti,Jamaica,Mexico,Nicaragua,Panama,Puerto Rico,El Salvador,Trinidad and Tobago,Argentina,Bolivia,Brazil,Colombia,Chile,Ecuador,Guyana,Peru,Falkland Islands,United Kingdom,Paraguay,Suriname,Uruguay,Venezuela,Afghanistan,United Arab Emirates,Armenia,Azerbaijan,Bangladesh,Brunei,Bhutan,China,Northern Cyprus,Cyprus,Georgia,Indonesia,India,Iran,Iraq,Jordan,Japan,Kazakhstan,Kyrgyzstan,Cambodia,South Korea,Kuwait,Laos,Lebanon,Sri Lanka,Myanmar,Mongolia,Malaysia,Nepal,Oman,Pakistan,Philippines,North Korea,Qatar,Saudi Arabia,Syria,Thailand,Tajikistan,Turkmenistan,East Timor,Turkey,Taiwan,Uzbekistan,Vietnam,Angola,Yemen,Burundi,Benin,Burkina Faso,Botswana,Central African Republic,Ivory Coast,Cameroon,Republic of Congo,Democratic Republic of the Congo,Djibouti,Algeria,Egypt,Ethiopia,Eritrea,Gabon,Ghana,Guinea,Gambia,Guinea Bissau,Equatorial Guinea,Kenya,Liberia,Libya,Lesotho,Morocco,Madagascar,Mali,Mozambique,Mauritania,Malawi,Namibia,Niger,Nigeria,Rwanda,Western Sahara,Sudan,South Sudan,Senegal,Sierra Leone,Somaliland,Somalia,Swaziland,Chad,Togo,Tunisia,United Republic of Tanzania,Uganda,South Africa,Zambia,Zimbabwe,Albania,Austria,Belgium,Bulgaria,Bosnia and Herzegovina,Belarus,Switzerland,Czech Republic,Germany,Spain,Estonia,Finland,New Caledonia,Greece,Croatia,Hungary,Ireland,Iceland,Italy,Kosovo,Lithuania,Luxembourg,Latvia,Moldova,Macedonia,Montenegro,Netherlands,Norway,Poland,Portugal,Romania,Republic of Serbia,Slovakia,Slovenia,Sweden,Ukraine,Australia,New Zealand,Papua New Guinea,Solomon Islands,Vanuatu,United States of America,Israel,French Guyana,Russia,Fiji
4/2016,407.135942,404.9243480280103,407.538829,405.6845096512936,407.1787775,404.6847151296831,398.666252972973,404.0541121766562,403.5752385202864,405.1626886826348,,406.03049,404.29489887620525,404.91544310924377,406.2902178160919,,402.7541040540541,405.0786130909091,398.07496237664793,401.13266125628144,402.57923729435765,405.8283438356164,399.9347303982301,404.034247,404.9771470270271,402.2971197218045,,405.26280286046506,404.44254,406.1800378571429,399.2105078787879,406.954742,405.174766574622,407.2134517466064,405.98926914893616,404.88465073394497,408.1773794676131,,405.75403831168825,405.7939547061637,404.9610815702479,405.6048758333333,405.8742137541528,402.4569500135319,407.5694557426114,405.2786633509985,404.07550230548657,405.64016168818273,406.98404934188034,405.28517325894194,403.72731226415095,406.5724302183407,406.1332414976416,408.77063544117647,408.3897395428571,,405.5563117050691,408.44552116979577,405.1812262927074,404.9967847393365,408.4302565949485,408.7838348595897,406.6867503615651,404.972122046396,406.7325031155303,409.80540863636367,407.3047149454025,405.0331896094553,406.56943191967866,405.5259587121212,405.4618603755789,401.1918210144928,404.562368004612,,404.7478071920507,406.0020413859981,400.6076652702907,408.1708115304088,399.8858377777778,406.8862226140351,409.45049195294126,398.8583454089115,408.4657202997275,406.1509642732559,407.83905166666665,404.0890794285713,401.7578122273425,406.5888287845304,405.7258229164719,405.2026950008191,408.3655653159723,406.882188467354,405.4185986666667,409.067405897436,408.4753853532934,409.6838848333333,406.609504225,,405.6096515151515,404.0121916666667,406.6407767010069,398.9817409090909,404.65852518655794,399.7864370408602,408.4997154288241,399.5083265449495,406.5219835038426,398.84021248966087,399.25232167237976,407.1173929049957,409.4941171085336,404.5712945454545,405.01978694089456,406.26364581577457,410.7060334491316,409.6356933445532,407.2574202348993,407.23104781379305,405.4063298721072,400.2405157458565,406.1580809118631,407.67539146198834,406.31677777319584,400.9961914645161,404.541591262136,399.21998236820986,399.7820037659138,399.9866575910596,,404.7686176724138,,,404.08998,403.8520968994413,406.97479,405.2547165909091,404.7945246946565,404.0216690163935,405.40875,404.6754924489796,401.1532705128205,404.3458265762712,406.8955232142857,404.92841190000007,406.248435,404.537996875,404.3189036502687,,405.295747311828,,404.87150143712574,407.6191492857143,404.0389848514852,,,403.7914615094339,405.00319577777776,405.9347469724771,404.9002637837838,403.9472435185185,405.9258258163265,406.6131610526316,404.666290214724,404.551451411597,399.4001226823053,399.5690436752137,401.1960135555555,401.425438,,404.8003243552179,405.6694466165414,403.9248981208054,405.34993193122995,
5/2016,405.8927982142858,404.4202103497268,,406.0351614105263,408.14544,406.0001473755656,401.6927662068966,403.8949084815618,406.22007912408753,406.68598594470046,406.763818,405.7598910909091,405.2715214261199,407.5472061029411,405.1867802325581,407.47342,407.561410952381,407.6015881132076,398.7899405102041,401.2861773897059,402.6918987925599,404.5414092727274,399.8655551181102,403.9248744525548,403.9336042801556,403.45719876674366,,404.1647655877616,400.118985,405.9571240909091,393.47874666666667,406.4317830851064,406.0607239806431,408.8394076144188,406.2781594736842,404.2772381463415,407.56155462962965,,,405.5366417516004,403.7856225,408.65596857142856,403.68360204841713,402.7818243984962,408.567416268686,407.2291742519935,406.6071594747999,405.5856630804181,405.19657056326713,403.4261488861517,404.767916231454,408.0756826284585,406.1148257,411.4421036666666,407.9320909604519,408.9944763636364,407.3977,408.8052605876777,403.7224154543111,406.2126988235294,408.5825023574144,407.2475180178517,407.4051538491592,405.4792880706179,404.57403457295374,405.6298819772727,407.8998058351037,405.2329407460184,408.53015864022666,404.4622052846975,405.7939486388475,401.5835104878048,404.3345057398701,406.1124895495496,404.6154733284169,406.9094016017317,400.83561797292975,408.159747157228,400.7343,408.4291983333334,414.9383173809524,399.380549070227,407.7720678970917,406.00307693693696,404.9022560740741,402.4546171428571,401.4292570231533,408.0862957142857,406.6899933835796,405.891307309593,406.2461744774311,409.5078295528455,403.3234,406.72708416666666,409.30570723093,407.9511935714286,409.2785371641792,,403.3937584144779,405.7127294117647,407.1059660908065,399.8870886789297,405.2917678896862,400.541376128658,410.267506899716,400.6347294714519,407.87771033004736,401.2359227710844,399.6934752370382,410.0148603592814,410.6961509921082,,405.1175410003848,407.5512007535624,405.6919806355932,409.4585764039409,409.3885350000001,406.8115291731941,405.85813486911,400.09381216718265,408.10441637001423,,406.82180712408,401.0643998808984,401.8917626327945,399.6480756168183,400.712475324514,400.049146267855,404.125476,402.7663512087912,,402.247899,400.718913,401.1133446753247,405.943065,403.0087058741259,403.5275569070423,404.32287787166206,403.1459714141414,403.00029307017536,402.08180486842105,403.5000788645419,402.7041347109827,403.0086522222222,401.233035,404.419696307054,403.8586056286599,402.80829166666666,404.4419659090909,,403.8563320502901,,403.4007035862069,,404.2917870418849,403.94446713493534,401.4826015799256,403.8586593670887,401.336961961326,404.0348381818182,402.479215,402.5651809090909,403.689117754386,401.9565289830508,399.59251739637176,399.1759027586207,402.5237438666667,401.2749596551724,399.80749,404.79229198646215,406.0225368020305,403.1347255555555,403.58665037553135,402.2736823999999
6/2016,404.9140869444445,401.28475992522095,,406.2858170318022,405.1718896666668,405.2610172687224,400.41632752762433,401.7942219607843,405.70197591715976,406.4214557692308,407.2397090243903,404.8453286111112,405.1352610856854,405.314557,,405.3418196296296,406.00072647482017,404.6816616666667,398.7179408288288,402.7785388524591,403.0182672934855,405.4170514906832,400.3062633333334,403.6970228571428,406.01457538461545,403.517211480916,,401.3836667997382,399.08096,405.44808807174894,400.59772,405.68701385466034,405.3735820620893,407.9694887879811,403.3653704761905,401.4856273148149,406.0830216666666,405.7374,,403.62761671583246,402.5123233333333,402.2892126106195,401.5411713387979,403.5240806689537,408.86091914567737,405.18717856929777,406.67622209109976,405.3029522124516,403.0316948130277,402.500004983689,403.8511047992165,406.7296392647059,404.60842,407.1718341716867,406.5012344444445,405.9893412992126,405.3508,406.5415076190476,401.124981691208,404.9293446296296,406.9221049606299,407.0885337570248,406.9211947619048,404.7643100574712,399.5252573239437,408.49324233250616,407.9221820503743,404.8524715039973,406.2257953892216,404.3321590108696,403.6304237704626,,403.1080427818352,405.1702114285714,402.1710446643226,406.06466488188977,402.28121196391777,407.7507288314607,403.4711258940397,402.6626725,410.1247428503337,400.7344706354856,402.13764155339817,404.4141307777778,405.4485004787234,403.0532468421053,403.1749724064172,410.8686230263157,406.65592603497294,405.20319651750106,406.481918006162,410.2843735087719,404.5531368965517,404.9290453435114,408.3146230417496,411.7304528125,410.7662333333333,397.95236,405.29386436830833,403.66564625,405.92438951581056,400.9342418536585,404.8977416477868,401.2527731362541,409.1330380246651,401.5481669777778,407.69516321701394,401.2233276766917,401.0632783629975,408.974247157672,409.9757963618421,403.571094,404.1766349441731,405.4188007513566,405.952228244898,409.7514277382319,,407.2884844891641,405.6255591302056,401.4576354054053,407.0413532120544,402.8273025925926,406.2915583510039,402.7362155348837,403.81039334375,401.2519956279108,401.56668712128834,401.2868235109513,403.3084476470588,403.0915376241135,401.4832813333333,402.80363567114097,401.3114793902439,401.46387191603054,402.1074995402299,403.8554079918033,402.5643367814727,403.422426540517,401.103657548807,402.8475597616086,402.0371299305555,404.5513110397352,403.3043040384616,403.4771230878859,403.5418117419355,404.6466044155844,402.2781491776316,404.6561616216216,402.2318769071146,,401.8569037666667,399.94700090909095,408.21629509090906,404.1187971428572,402.3459614150944,401.3671963100881,400.49021535511366,402.3512130333543,404.96962170454543,405.38638389411767,403.496925323741,403.28016902097903,401.889094040014,401.6480465611715,400.2912808562327,398.9337036956522,402.57780663461534,408.83542,403.0708996551724,403.45813586031085,404.5508488505747,403.3485542156863,400.31769688562196,402.24066250000004
7/2016,402.727571185185,397.2946977016485,,403.3097408571429,401.9939366666667,404.5993317424242,397.0767642536328,400.7720533333333,404.6565546896552,404.1226074074074,404.3889431161473,401.6614900000001,404.48207147063965,403.6270201408451,403.2908344680853,403.9857541666666,405.3443016483516,403.63501863636367,400.09292657277,402.7109340979956,402.7281961624322,403.12825948339486,400.9135457342657,408.47147,404.5168756097561,403.240183848351,,397.65712546874994,402.73856,403.51035090909096,401.4091004761905,404.290365035868,404.1078314988045,408.591641520417,403.4593715248227,399.4477457481162,401.4879,405.5987483333333,,401.3095557531561,401.6265824137931,402.5143783257918,401.0597039495799,402.9935899591836,407.00196973236007,404.2346545917128,403.80889914710593,402.43098380764167,403.1269148929961,399.500419329358,401.71292555018135,404.01820556338026,405.2946,404.5703636242604,402.8928371777004,401.3111026639344,405.10905,403.6830637984496,399.90939038553074,405.1464803146853,402.9911385714285,408.1507778510378,405.0462884252507,403.4030320634921,395.55795166666667,405.81384207943927,405.28094031979873,402.5957386145575,403.05718724137927,403.3907241578577,402.1605677097148,401.536992,401.10655101475913,,400.8354830282138,403.010646481069,403.07842320168174,408.2525317078501,402.2040939655173,402.6622782,406.50215039823007,400.91519767271245,401.3026384701493,402.2902253246753,405.3246122727273,404.4513618849206,403.62665846825433,411.395078,405.1427251115047,401.9440098322136,404.5366656865178,408.6203094949496,401.4073494444445,403.3506368817205,404.3424494117647,,,,404.5168418266736,404.878493,402.6860218220034,402.3345235294118,406.2099650742326,401.5633473642252,408.5990969739953,401.844680304909,407.4261329544726,403.230919054054,401.21917078134913,406.3871729450609,406.6185566852368,402.2139745706371,406.5254171997345,405.3792894721346,402.4504485779122,405.9025696875,401.8731105263158,408.0157983571021,406.6490065715559,403.259115,405.0514227321122,404.87973,402.367221234754,402.2946185483966,403.1477358494208,401.4328595710022,402.24174133208993,402.09665023688416,401.31060040322575,400.4912534375,401.569816370236,400.7302013241724,401.2148207403055,397.50349168195714,402.0883689795919,401.2555026719577,401.23075763888886,402.0882989324749,398.1777534210527,396.742353787062,403.43885025316456,399.9719175259593,400.6024553326613,400.8038964781906,399.87699344370856,398.8655446990741,400.8855168365817,398.5260019354839,399.6822837755103,402.10776,398.18039491935485,399.8339094772727,399.3083945882353,401.0406109523809,401.8085459677419,397.8310915116279,398.4401531270903,401.88310282265553,399.8837524449438,401.04509082533593,400.3875176190476,401.0621428,397.7878310856838,399.4350723014629,400.2572831805316,401.2243241379309,402.7467993506493,403.2100704,402.55834206349215,402.0930264802038,402.91678207333325,405.7339591428571,397.19059325202556,402.32642568493156
8/2016,,395.6883555646823,400.8310215384615,402.3533462857142,401.2084258,400.9793907901235,394.408378373494,400.9039056129032,400.61791000000005,403.0312949253731,402.4767370114943,402.29104666666666,401.9010702521915,401.0913873913043,403.1932075,401.9088986440679,401.1678184482759,,399.9789579314964,402.6935651,402.13316562576347,401.8294018786127,401.3177748502993,402.4099709271523,403.425254375,403.06217571140667,,398.0977191546762,401.184634,402.1546125438596,400.2984585806452,401.9083892416726,401.64887280862376,402.5768032978724,401.838153539823,400.93090372365344,400.205517368421,400.4690928571429,,399.142650891713,,,401.1357126639344,402.26920029126217,401.9511841813601,400.2444257309925,403.34437243280064,402.274764267101,399.9988171335505,397.5900852962669,399.6897312763819,403.1188489285715,401.0498141295547,402.0423282781457,403.0455798837209,399.24739843478267,404.16156,401.2818204999999,398.7350701720922,402.15105000000005,399.7607171698112,402.5442019398734,401.8241978465346,400.5535599999999,399.2188243137255,411.64117,403.0486104782247,402.7253388582354,400.8643329787234,401.11252187175046,398.9360639650873,401.6013456557377,401.3490698144752,,398.1995923941619,402.0710544615385,403.258186619654,402.8245655894246,404.3020235,401.01646733333325,403.556716146245,400.9544615489162,400.9569258633093,401.01345,400.0485052112676,403.7088527383015,404.11824650307386,403.57987245535713,403.0422320884373,400.46307522673226,403.2143498237612,402.6496005533597,401.290682,400.8509890163935,401.5509819642857,,400.6280166666666,395.718505,403.0895439747417,,400.9204509511476,401.8646102980133,404.6307675435509,401.5541495257692,405.2671981948424,402.2523305886265,406.9270050250976,402.5392355123674,401.9499767859984,403.53671002944566,399.9809041304347,404.0201726815642,405.4940298575498,403.4049854256683,400.6647398997361,403.399125990099,399.82323352941177,405.7943858725183,404.5132888712872,403.0038485574572,403.2228326096579,392.07245,400.8740237389458,402.379889484274,402.1180832727272,401.3798368008999,402.4349555157088,401.76403346444414,399.8261157722008,400.6346610059172,402.0416243636364,399.520056171875,398.0545241210709,399.07025709537567,398.797724368421,399.0506214068441,400.2074011543747,399.8753907204117,397.9576249275362,395.2749883125,402.0964362015504,399.7090926436072,398.3384123809524,398.927209009009,397.5692,396.5963450617284,399.0541678916401,399.7875454140128,398.5219365183246,,399.1028792517007,,399.7953647486033,399.21200050167226,398.0924078571428,397.524324556962,399.1415714217157,399.1639992092257,399.1017557697122,398.90375292797495,398.7832722740525,,396.1830867741935,399.0641100192349,400.1362730839348,399.4479887297921,402.1010623024055,402.8212,400.4336433333333,399.997812408681,400.2934055555556,402.5046533962264,396.89719110753293,402.48099642857136
9/2016,396.43218666666667,398.5600864774789,400.43916,400.91802193050194,,400.7376369672131,395.2643273684211,399.294336,401.8097131111111,400.85691043478255,401.1168848360656,400.722826875,400.115405258414,400.2812422857141,400.40862,399.8311685714285,400.90723238095234,,400.35828886493255,402.1191024806202,401.7482673344426,401.75613716475095,400.5587450859106,403.4296474468085,401.50737051020405,402.4754462700965,400.4194967647059,399.43792294117645,401.5143463636363,402.7823523966943,399.9163776923076,401.5849387006737,400.7472687419112,402.9598509238909,401.1078669761905,400.0776224809742,401.76809,402.4701433333333,,400.5902560877858,401.2171842553191,401.06213153284665,400.36398567346936,402.05621797297295,400.9617207520799,400.9909921388272,401.0995227073773,400.3559138934765,400.8123930042919,399.419136244426,401.5211194382023,399.79619,399.0297408620689,401.29602158192085,403.01584,399.93475870370366,402.2687637313433,400.1951095294118,399.9242659086294,403.2788620588236,399.8327943452381,402.25574667319495,401.9426328293508,401.3425810714285,399.8334536144578,402.9956330983303,402.0466862720895,400.56326325941,400.13543521739126,402.0506546926407,400.2644713657573,401.7943839855073,400.3334937234968,401.973754893617,400.5474737831765,400.5116611111112,403.2810461760057,401.9315330879903,404.81668083333335,399.61667,399.9271088825215,401.5690694554869,399.4669896416185,399.79203897637785,400.1098825700365,402.5840378343949,403.55623353700827,,401.8004138582128,400.006707646876,403.07465534874376,402.4641596240601,399.3675816129031,400.3802391860464,398.6773988888889,,,,402.94126980619296,398.95290875,400.3701265614041,407.6066985106383,401.6616547371134,401.0710809317723,403.7449291205999,402.2872175252324,403.3830914684035,403.0581694213837,401.46610925613743,401.5720343787951,400.6581266731898,406.438655,403.96823991913743,402.3001273415724,400.8609868726451,400.2110553947368,398.5440571428572,404.1247966507704,403.78911127294987,404.2318166666667,401.2537088616141,400.05608625,402.7512194606855,402.5966936904081,402.0864245689656,401.4450912796911,402.6868239110125,402.45966240994,399.4885475342466,400.1002180511811,401.5659411851852,398.5112562144702,400.5023146864687,399.5813785964912,399.670280846395,399.9459620518359,399.229729080727,399.9565853942081,398.6374989473685,398.5020895953757,402.09534536269433,399.9382525136018,397.6193095744681,400.5698362083333,399.1303140625,397.43215106741576,399.6632001828273,399.2230271584699,399.5506195952783,,398.378484010989,399.5709616149068,399.5404013081395,399.4150696296296,400.5129186141304,399.12022960725074,398.41706810197087,399.7535971202776,399.06449549803045,399.9157670975919,399.7532939534884,398.54082,398.7139878592376,399.2185385314882,400.29336429252857,400.3260772361809,401.7039969662922,401.96436,401.8725,399.56121734714793,400.7808124153704,401.9317922815534,398.5889854766596,402.2067724242424
10/2016,401.9872337419355,401.0752465334821,401.282595,401.4915891262136,403.29673055555554,401.7567455,,,401.2415535897436,401.365747965368,400.994196,402.9587383333333,400.4299990039038,401.9940733333333,402.476075,400.660215,402.570352,400.4818375,400.3933199673888,401.4594147619048,402.9487470314538,401.888696882716,400.6644196109272,402.5688460217655,402.78299231382977,403.2003076888489,401.22136499999993,400.6635601492537,400.365355,401.4451821,401.125036,403.143384688027,401.359675610654,402.1578415255658,408.62564,401.9123315909092,400.9873610638298,,401.2225778947368,401.738198997949,400.3646344827586,401.1278923308271,402.5203955092592,401.54641660859465,401.6890247146988,401.65944023557125,402.19266493192487,400.15064522578,402.8511739080699,400.2610021305146,400.9753190847785,402.1398623076923,402.8369607847533,404.4656825,402.2143106951872,401.7451902620087,403.6545,402.2115805454545,401.4389771457169,402.1349104,401.0738672658228,401.05759569305854,401.72518172661376,401.7722405645162,403.2558394960806,402.8639594941634,401.1656984770469,401.1619411830601,402.5352018681318,402.82925146464646,400.2252115569057,401.1628154838709,401.4930437645488,400.1628215,400.2881659426667,402.8833681428571,404.3320298814296,400.6792561047836,406.3173220512821,402.1328784848485,402.7716730342578,402.60639862671263,402.1770941296061,401.06418345679015,401.5500598259188,402.9071700483091,403.4434883480027,407.61564,402.3018313085519,400.6781388829896,403.03762147594864,403.0638032451923,403.93501135593226,401.3512164197531,401.499081416309,402.4575,401.7938216666666,,403.30276452797705,401.893995,400.8276922829264,400.6833762162162,402.0170171120179,402.2857825897559,402.86541768645577,403.0864715427114,403.51889704691104,403.3741605316607,402.2514159301735,401.4074728690464,402.6581650945094,,400.7876517687662,401.5324700386952,401.77990189083823,404.7160427586208,399.7023775,401.9089443834842,402.3521685561005,408.1226766666667,400.6476364898755,400.836903548387,404.25619477541375,403.6952360862758,402.4436265435356,401.89607508309854,403.9119104001751,403.48578170040025,400.9388287958116,403.8983341379311,403.8065666666667,404.4348520481927,401.4141948484848,400.1651338405797,403.97014125,,401.4823008045977,401.51584950056326,,397.81932666666665,401.9787233060109,400.6487439354838,401.0544956363637,401.26175793103454,,,401.8836995080155,402.02615208333344,401.5135905,,,,402.804535,400.2947214285714,399.9390728571429,401.0629622222222,403.5321665988373,400.9261359685864,402.79696898734176,401.5839993203882,405.65575,,397.9620217948718,400.8171632040687,400.4541992812816,401.0248147578947,401.44291,401.72107100000005,,400.75535307138625,402.0622731024096,402.4899505,401.04941219440354,401.6370705882353
11/2016,402.9723098477157,402.2695239030612,402.6218825,403.04132729537366,403.63735750000006,401.9222415789474,,,403.8209444827586,403.1435000000001,401.7348895333333,403.2498905633804,401.9148519195402,402.6947427624309,,404.286315,403.4723105154639,399.0424,400.6914297693071,401.4525438681948,403.9763345583734,403.4695061057692,400.9675422765022,402.9136577310925,405.77078,402.3223751645648,401.022123872549,405.12012,400.32461785714287,401.8597140293041,399.50358447513815,404.1133193150685,401.7298967906538,403.0369184115139,403.3088972307692,402.1807174664879,401.4460957087828,,402.845965,402.468704067728,404.469795,403.3645975925926,402.70443698412697,402.2321091925466,402.3712295765703,402.4867300900405,402.22903849738674,401.8571565421003,404.574138515901,402.3484134058555,401.8296496208532,405.7413610309277,404.5582513529412,,404.5687276816074,401.9551928519855,,402.7649266868875,402.1065771514948,401.28787,401.80169738921006,401.8458565056204,402.2734334565102,402.8276120520674,405.2673314351852,402.5665678085992,401.6934112005968,402.6354392251756,403.2733006514995,403.4143514371258,401.8233424078463,,402.1495916663919,403.909233452381,401.94444315649866,404.5542175159236,404.7417100047962,401.4042884966069,405.405175,405.7023147692307,406.5427711692016,404.0247284842968,404.2315299131442,405.0186325949368,404.1853169725557,403.9872684,403.88211927526135,402.33833743073046,402.35453545943454,401.8128466370626,402.5245232031554,401.9504497883837,404.9665307692308,404.9849129927008,404.9991301491424,403.2920529545455,402.45892602941177,405.23816,403.9671696296296,404.8327990666666,402.28085097069794,401.521092481203,402.0286912661499,403.0355015046544,403.8201720296831,403.4966688919925,403.84604409250426,403.998773389711,403.037440010542,402.9819479206489,404.13940313654007,,402.1659172736318,402.3618365044034,404.1117248930528,404.617697593985,405.0858922702702,402.06748406282,402.64389923995407,403.3411148224851,402.6569770992112,405.39764815126057,402.4339660037348,404.4868503290556,403.170133862069,401.67541743127634,405.20947415662647,403.3326451517325,401.4874676811594,,,404.2124076923077,402.6527816666666,,,,,401.80647679147165,,,402.766047631579,403.4168536398468,404.1233410344828,,399.55005,,402.2802239130435,,,,,404.2521228571428,403.560754,401.9146157142857,,,,402.67109670731713,403.22956203389833,405.88454,,,,404.0656901999999,401.3417971863713,401.0075569376181,403.5554597814207,403.19693,,401.8024064266775,402.707505123967,405.2162906666666,401.9937972195122,402.5330290322581
12/2016,404.3124985897436,,403.65543,404.34889758771936,,404.8726637593985,,,403.2462985638298,402.9510860915493,403.6561753333334,402.65355,402.7232624274488,402.9305904761905,403.8647444933921,403.4134354761904,403.51235885167455,,401.1472983342569,402.4055881212121,403.25734448,404.1941508407079,401.41535324250685,404.266396,403.71658,403.8145665947076,400.7203102439024,,401.34935999999993,404.14827,400.12269795031057,404.5645381533101,403.3775859683853,403.8308167976711,407.40262,404.961184,403.8509857033574,,404.0322250819673,403.4430810039924,,,,403.7835479605263,403.2630870519385,403.4745581134402,402.3604032107586,402.9029857890801,404.7163557555848,403.049219375,399.8671622222223,407.3348109004739,405.15972776785713,,405.2523473872181,404.4885123255814,404.4499135,403.17427839688514,402.1847142708333,,403.4887378313253,403.2608405880392,403.2276964286895,405.0604483333333,402.22944,404.2154408333333,403.89613137677054,403.40750709867456,405.97200284520494,403.1402081578947,404.5665577075813,,403.32447258471234,405.86919109375,406.7607067741936,405.8075917137477,403.7902372290389,403.06895418270005,403.5742779310345,407.40379857412063,406.0964879703704,402.42688891287287,406.9189607619247,408.16329682243,405.7053133839707,403.2615864285714,406.0266169133927,402.4838705854431,403.4202497763558,403.0482024815563,403.86377178370986,403.4934014313099,406.0440940853658,409.9230521098901,407.1012148521506,403.54305586046513,404.80045101415095,408.00081000000006,405.2686587365592,409.3188263157895,402.9456529267987,406.95212,403.3342156492278,402.0415234478101,403.4936540935772,404.2886748275862,403.806941395189,404.3834510171569,402.8537275204882,404.7981523188953,406.9990537238546,404.615406,403.5764511261261,403.1517277967354,406.1650816631545,404.27955777777777,407.219915,402.8647499171462,403.71386287559193,,404.3308809733339,404.75403857142857,404.02762594624863,404.91897186535766,405.6100575525292,401.6593316670208,404.47907207079646,403.3037932524272,405.3232650000001,,,403.0666672727273,404.8194584615385,,,,,402.6967817789758,,,402.9205163703703,404.11751648648647,403.76713400000006,,,,403.05645097560966,,,,,,,,,,,403.7442981481482,403.4851975,,,,,403.2095214285714,401.9097643059065,401.4628886293959,402.7459867088608,403.42210666666665,,403.6515285482652,404.2127938536586,406.0857,,
1/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.1824163920455,,,,406.6816529220779,,404.348404,406.13136879220775,,,,,402.4833259574468,,,402.95075957683736,409.1816948387097,,,,,,,,,,,,,,404.2706940383426,,,,402.9678233191489,404.2558315748032,,,405.8118178350515,,,,404.8293302272727,,,404.94294599131695,,,409.87429156862754,,405.8876375276753,411.9281040586797,,,408.2009268103448,,,,402.9263832177531,,,,,,,,,,406.2923680170576,,404.660077368421,,405.845157184466,,404.4514447291312,,,,,,403.55018203125,,,,,403.80220926829264,403.7179722701383,,405.2620666858375,,,,,401.4179403910615,401.9857960775862,403.64654411428575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.03072954406696,,,,,,,,407.46812,
2/2017,,,,,,,,,,405.6488177586206,,,407.74713347938143,405.999035,408.12922882352944,,,,401.4779107001795,,402.3318828571428,,402.3192991666667,404.7027933333333,409.06363266666665,407.3726620000001,,,,,,,411.180154,,,,,,,408.0674138602238,,398.9841,,,410.1051781168428,407.5384179712042,,,,407.36557389728097,,,,,,,,,407.54730419642857,,401.57278,,407.152198372093,,,,406.9367954166667,,,,,,406.6299723595505,,407.725634875,,400.06533687444346,,,,,399.4852052428682,410.3393638709677,,,,403.9361177319588,,,408.3658602185792,408.0564939004815,410.3987135433071,,,414.1953911111111,,,,410.4843589808917,409.033291,405.8272819399447,,410.5521675646879,402.0310238888889,414.0119800000001,,413.016847,,399.1864983471074,405.7674722330827,,,410.2778116279071,406.97417845604,,,,,407.5388495592556,,414.8227446347032,,409.1221945012165,,,401.4058489950373,400.573994,,,,,,,,,,,,,,,,,,,,,,,,,406.446852195122,,,,,,,406.3029559722223,,,,,406.00295399999993,400.3717551684397,,,,,407.1474801333037,,,407.7258424054983,
3/2017,,408.2024530625,,,,405.3700743333333,,,,,,,405.8846074018476,,,,,,,,404.0040675000001,406.8328912698413,,,,,,,,,,408.1965940939597,,,,,,,,406.9466935125988,,,,405.51666,408.27029837014,407.64847058823534,408.1779332258064,,,408.0666033333334,,,,,,,406.9245704819277,,406.1438997810219,,,,406.7819086804124,,,,409.550150049597,,409.5221537037036,,,,,,,,,406.11096939137127,,413.956685,,,,,,,,,407.569849744489,406.5022955681403,,,,,,,,,,,406.4558280303031,,406.6554787173913,,,400.8787978205128,,401.2669507692308,,415.96003814814816,412.3120471111111,,,410.4098075089478,411.9731834035477,,,,,,,,,404.3530180555556,406.9330031666667,,,,,,,,,,,,,406.3268640188269,,,,406.0463305571032,,407.0507457662338,,,,,,,,,406.26406195512817,,,,407.2075629106628,,406.7198346753247,406.7996030055658,407.7298776923077,,406.02356625,,400.4135708200111,,,,,407.85762147935776,,,407.34114094594594,
